ID	Sample5_RIBO	Sample10_RIBO	Sample15_RIBO	Sample20_RIBO	Sample1_RIBO	Sample6_RIBO	Sample11_RIBO	Sample16_RIBO	Sample5_RNA	Sample10_RNA	Sample15_RNA	Sample20_RNA	Sample1_RNA	Sample6_RNA	Sample11_RNA	Sample16_RNA
ENSG00000101346	583	770	1046	818	778	726	287	733	921	837	860	949	918	948	1023	1282
ENSG00000101350	189	308	395	246	266	268	79	132	1325	1849	1129	1322	1715	2137	2288	1916
ENSG00000171456	494	627	804	498	739	861	281	413	2912	2639	2702	2336	2721	2661	3032	2538
ENSG00000197183	126	195	302	154	129	147	45	65	375	306	362	256	256	252	277	247
ENSG00000283233	127	195	310	156	133	147	45	66	353	278	327	230	244	237	251	229
ENSG00000149600	259	289	402	208	337	303	112	263	699	916	701	694	1017	842	1137	1326
ENSG00000088305	7	14	15	15	8	10	2	6	46	41	46	48	65	35	92	87
ENSG00000101367	1494	2495	3317	1982	1764	1957	685	1279	2402	3560	3179	3344	2864	2875	3385	3844
ENSG00000215529	0	0	0	0	0	0	0	0	3	13	4	2	0	2	2	6
ENSG00000167098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186191	0	1	4	0	0	0	3	0	0	0	9	0	0	0	5	0
ENSG00000131050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101391	176	328	378	229	305	339	113	194	657	786	650	666	579	727	681	652
ENSG00000101400	13	24	30	28	29	21	24	32	203	306	342	274	326	374	622	433
ENSG00000078699	156	172	228	104	133	164	52	68	218	186	198	162	187	177	252	195
ENSG00000125967	53	70	161	110	87	70	36	101	298	265	287	361	247	219	347	348
ENSG00000149609	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000182584	6	6	32	9	12	12	6	7	30	4	16	10	9	5	11	7
ENSG00000101412	4	5	6	6	8	4	1	4	41	41	48	39	67	32	66	37
ENSG00000101417	100	103	107	92	107	169	48	88	109	128	103	138	151	155	139	143
ENSG00000131061	21	14	43	23	31	35	13	29	70	50	70	58	79	73	90	54
ENSG00000101421	816	919	1276	930	1057	1119	339	799	2170	2744	2926	2707	3152	2996	3158	3613
ENSG00000125970	636	1010	1414	757	1635	1378	594	1384	2199	2668	2797	2351	4105	3552	4654	5055
ENSG00000125977	513	711	888	365	501	795	216	192	5882	9362	7861	4859	7981	9691	8380	4717
ENSG00000101440	0	0	0	0	0	0	0	1	2	0	3	3	6	1	4	7
ENSG00000101444	1147	2085	2595	1362	2396	2198	703	1755	3548	4699	2965	3282	4070	4280	3539	3795
ENSG00000078747	809	1034	1480	893	979	1100	294	537	2320	3570	2311	2625	2482	3194	3151	3123
ENSG00000283472	705	926	1319	813	889	1004	251	484	2075	3170	2089	2316	2179	2878	2775	2749
ENSG00000125971	1464	2056	2378	1409	1482	2348	673	981	1841	2180	2613	1711	2655	2224	2574	1862
ENSG00000101460	421	444	536	409	471	496	159	379	580	548	609	524	609	515	593	618
ENSG00000101464	220	228	312	275	249	280	97	222	627	655	741	906	675	650	596	875
ENSG00000198646	172	239	331	189	280	359	88	120	1078	823	1241	724	1141	931	1137	976
ENSG00000078804	57	44	76	74	112	81	21	111	65	59	77	53	109	84	106	102
ENSG00000131067	290	415	638	435	727	570	244	530	1540	1274	1420	1271	1854	1779	1888	1733
ENSG00000131069	215	378	459	193	834	774	294	457	743	849	889	633	1623	1519	1850	1463
ENSG00000100983	532	827	967	611	784	925	320	586	1518	1864	1564	1584	1570	1780	1713	1761
ENSG00000078814	0	1	0	0	0	0	0	0	1	2	2	0	4	3	10	0
ENSG00000100991	1785	2610	3203	2353	2368	2485	725	1767	3903	3677	3843	4018	3302	3136	3190	4266
ENSG00000088298	548	671	918	803	680	653	229	697	2253	2229	2094	2825	2221	1901	1896	2886
ENSG00000101000	407	452	632	751	344	270	108	591	1023	1043	1031	1893	736	601	671	1469
ENSG00000126005	101	217	330	199	220	144	93	229	99	174	191	133	179	186	197	182
ENSG00000125966	17	24	31	31	56	25	16	52	335	199	172	289	380	220	227	529
ENSG00000261582	526	660	1050	597	775	768	239	641	1578	1997	1821	1867	1645	1483	1786	1856
ENSG00000242372	1305	2221	3331	2118	2604	1935	776	1933	3851	4636	4309	4363	4277	3586	4266	4463
ENSG00000125998	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000101019	218	348	378	288	271	323	150	232	591	833	694	769	688	768	807	914
ENSG00000204183	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000125965	0	3	3	4	9	0	15	34	5	4	10	17	25	9	192	165
ENSG00000126001	65	74	102	107	130	63	41	101	372	336	498	321	406	343	578	479
ENSG00000125975	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000125991	2483	3421	4886	2800	3126	3537	1218	2646	8805	10738	10305	10346	8866	9815	11029	9800
ENSG00000061656	40	64	137	82	49	65	30	61	256	254	273	321	230	191	297	193
ENSG00000214078	1487	2310	2868	2188	2793	2072	941	1692	4589	3812	4021	4090	3961	3630	4107	4170
ENSG00000272897	95	162	174	128	168	160	55	95	258	298	230	241	262	294	321	334
ENSG00000244462	547	806	856	543	801	1038	307	571	1248	1445	1208	1260	1558	1503	1572	1921
ENSG00000244005	249	358	428	322	357	418	103	232	605	688	574	607	699	629	698	700
ENSG00000125995	429	715	973	650	644	680	233	599	1614	2848	1728	1930	1763	2028	2290	2155
ENSG00000131051	712	1579	1746	1051	1225	1436	406	774	10876	14444	10692	10525	10333	12777	12003	9708
ENSG00000025293	527	709	824	551	637	706	221	375	1073	1522	1085	1234	1398	1389	1751	1906
ENSG00000171222	299	495	645	426	660	461	162	403	860	1015	902	793	1015	853	911	895
ENSG00000149646	2	2	2	0	1	0	0	0	8	6	6	4	10	7	14	6
ENSG00000088367	451	538	710	289	369	407	92	163	1220	1208	1283	996	1331	1139	1302	1345
ENSG00000131043	349	535	633	438	601	593	215	414	724	766	646	746	759	677	670	817
ENSG00000080845	694	944	1251	748	1377	1412	441	1138	1538	1122	1990	1097	1633	1260	1575	1685
ENSG00000101335	17107	21570	36632	24450	25368	19864	9681	20829	21852	18688	30362	23323	23926	17814	26405	27457
ENSG00000118707	71	114	114	55	88	129	13	25	280	337	221	181	317	279	224	168
ENSG00000259399	341	546	618	397	420	547	142	269	1021	1673	1157	1261	1253	1175	1471	1447
ENSG00000101084	360	592	668	497	487	569	164	337	2331	3731	2690	2966	3084	3028	3310	3371
ENSG00000101082	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0
ENSG00000101079	360	601	740	498	543	608	188	340	579	727	604	643	777	770	827	853
ENSG00000149636	63	138	174	129	81	74	26	48	342	437	355	408	294	348	452	334
ENSG00000149639	109	175	268	159	446	247	95	278	248	129	227	144	361	203	424	430
ENSG00000101342	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000101347	261	298	383	293	390	356	135	250	305	288	310	349	411	350	448	577
ENSG00000080839	32	33	64	33	57	33	19	34	104	122	122	112	138	106	191	154
ENSG00000101353	11	6	13	8	10	11	5	3	62	63	62	56	63	73	77	54
ENSG00000118705	7495	8842	14970	9307	11026	9682	4270	8227	21046	17273	23528	21053	17428	15874	18393	19922
ENSG00000118702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101363	254	462	582	570	545	421	200	408	531	785	615	810	725	776	786	932
ENSG00000197122	151	258	318	269	420	266	100	335	470	316	427	354	513	319	500	694
ENSG00000166619	204	274	365	224	267	274	95	169	467	516	459	435	511	559	495	427
ENSG00000053438	1	0	3	0	1	2	0	0	0	0	3	0	0	0	4	0
ENSG00000132792	298	541	682	481	571	596	213	391	992	1278	1320	1194	1179	1103	1325	1322
ENSG00000132821	15	10	51	13	36	11	6	12	59	43	106	29	42	35	54	19
ENSG00000101407	189	347	385	263	270	311	94	189	501	601	507	436	476	514	538	516
ENSG00000101413	255	305	393	242	234	239	95	158	225	250	205	196	242	196	252	211
ENSG00000198959	2655	2302	8067	21564	4703	2634	2134	18334	3474	1260	5205	12122	2810	1349	3678	15701
ENSG00000149633	20	14	26	40	12	19	7	8	129	72	108	183	45	49	80	57
ENSG00000101425	10	9	7	0	8	3	0	2	15	3	3	7	4	0	0	1
ENSG00000129988	0	0	1	7	0	0	2	5	1	0	9	4	1	0	4	8
ENSG00000170471	660	1086	1290	840	978	1014	295	574	2401	2810	2281	2469	2202	2401	2616	2691
ENSG00000182035	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000124143	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000101438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101442	31	47	68	33	62	65	21	27	154	181	137	159	148	155	172	188
ENSG00000101445	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000101447	4	7	9	3	24	9	5	9	21	3	12	11	22	13	34	34
ENSG00000101452	55	88	114	85	83	84	31	59	248	297	279	312	291	264	319	389
ENSG00000204103	6	12	32	7	19	16	12	8	7	3	13	3	19	9	27	12
ENSG00000198900	1189	2088	2444	1630	1818	2220	564	975	1633	1743	1826	1779	1671	1619	1798	1986
ENSG00000124181	502	744	834	593	930	832	311	611	2675	2368	2477	2101	2435	2294	2549	2569
ENSG00000174306	252	374	487	324	430	465	149	319	1170	1189	1305	1402	1685	1601	2009	1966
ENSG00000132793	31	67	64	51	72	83	37	40	897	583	612	637	779	685	717	611
ENSG00000183798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000124177	466	629	730	485	721	867	223	405	1912	2053	1717	1989	2426	2380	2726	2669
ENSG00000196090	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2
ENSG00000124193	489	935	1547	675	839	869	364	571	2262	2620	2446	2340	2012	2532	2317	2095
ENSG00000185513	9	12	7	7	10	9	0	9	222	204	132	163	184	195	185	158
ENSG00000277611	0	1	2	0	1	0	0	0	36	22	24	24	14	14	28	22
ENSG00000101049	0	0	0	0	0	0	0	0	12	12	11	4	9	21	17	5
ENSG00000101052	262	294	409	223	261	327	97	134	1668	3070	2088	1833	2214	2412	2648	2042
ENSG00000101057	0	0	0	0	0	0	0	0	4	1	7	0	16	0	35	3
ENSG00000124196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124191	9	33	31	22	38	75	19	24	26	46	64	25	94	67	121	79
ENSG00000149596	23	4	27	62	26	9	4	45	88	12	79	107	56	14	23	160
ENSG00000132823	411	683	817	515	510	712	234	355	1415	2145	1676	1822	1719	1808	2190	1815
ENSG00000124194	0	0	0	1	0	1	0	0	2	2	1	0	0	1	0	2
ENSG00000197296	77	103	169	98	72	102	47	69	72	39	59	64	53	66	58	81
ENSG00000101074	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000101076	0	3	4	0	0	1	0	0	2	0	1	0	1	0	1	0
ENSG00000124120	270	390	524	373	365	433	131	228	419	527	377	409	586	612	585	682
ENSG00000132824	2822	3530	4530	4563	4320	5032	1554	3894	6036	7202	5806	9005	7675	7722	7566	11423
ENSG00000168734	33	64	66	31	57	58	26	80	355	672	600	520	828	690	1070	975
ENSG00000196839	68	77	95	107	83	134	25	70	247	351	234	381	271	369	333	318
ENSG00000064205	1	4	11	7	5	3	5	2	4	9	12	10	11	10	35	12
ENSG00000124249	57	211	421	65	42	161	49	18	101	319	415	70	56	188	274	26
ENSG00000101098	7	47	62	3	18	40	19	2	17	36	31	3	11	46	57	2
ENSG00000166913	3803	5207	6879	4489	4072	5426	1638	2946	5288	7256	6608	6302	6624	6990	8008	7575
ENSG00000101104	3	5	16	3	13	6	1	3	903	895	950	428	807	767	931	380
ENSG00000025772	373	425	783	522	600	448	242	604	530	470	626	769	751	509	894	1144
ENSG00000101109	270	514	578	429	416	411	147	298	466	627	428	552	598	637	839	855
ENSG00000124134	4	3	5	4	12	0	1	2	4	4	7	2	3	10	12	6
ENSG00000175121	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124102	1	2	4	0	0	0	0	0	0	0	2	1	0	0	0	1
ENSG00000124233	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000124157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124107	115	12	176	139	159	35	94	132	336	51	298	381	511	75	529	461
ENSG00000124159	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000124232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124145	180	278	225	328	838	711	423	707	131	169	98	218	482	372	668	639
ENSG00000204070	130	175	222	182	226	167	76	137	265	349	217	235	318	296	321	265
ENSG00000254806	50	73	115	89	113	94	41	69	113	149	98	108	161	116	125	110
ENSG00000124251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244274	7	2	14	7	16	11	4	9	63	46	59	56	101	49	91	75
ENSG00000124155	911	1225	1713	1080	1114	1500	578	930	2522	2091	3395	2160	2383	2480	2408	2555
ENSG00000101443	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2
ENSG00000101446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000249139	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
ENSG00000101448	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
ENSG00000158901	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0
ENSG00000180205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000182931	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1
ENSG00000168634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124116	1	0	4	6	3	7	4	10	12	33	25	31	41	47	96	63
ENSG00000101457	244	341	461	261	325	372	132	194	510	580	601	545	612	440	642	525
ENSG00000175063	4	0	0	1	5	3	4	0	6	7	12	6	30	4	35	10
ENSG00000101470	0	0	1	0	0	1	0	0	3	2	3	2	1	2	7	5
ENSG00000124104	31	55	74	48	91	57	43	52	309	348	434	266	451	423	616	315
ENSG00000101473	194	291	339	192	292	263	88	142	992	1436	1144	920	1279	1206	1280	984
ENSG00000132801	78	128	153	118	129	115	44	96	146	195	151	152	149	146	154	154
ENSG00000168612	79	138	130	97	128	160	46	81	184	176	174	156	173	187	184	178
ENSG00000149634	0	0	0	0	0	0	0	0	10	25	17	6	7	14	28	7
ENSG00000124257	3	0	4	7	6	1	6	1	34	57	31	15	21	42	55	14
ENSG00000064601	1879	3674	4914	2774	2888	4182	1572	2296	3381	3284	4839	3403	2904	3360	3631	3629
ENSG00000100979	354	812	799	288	467	962	273	258	403	541	546	219	280	374	332	228
ENSG00000100982	62	94	141	60	126	128	31	63	317	294	358	208	290	260	319	233
ENSG00000198026	69	78	94	75	123	74	32	85	588	620	613	518	641	571	579	570
ENSG00000100985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124140	3	27	18	5	13	26	3	10	32	31	21	8	28	25	27	13
ENSG00000124160	229	592	714	379	512	445	135	284	549	574	506	429	544	484	548	490
ENSG00000101017	49	30	42	70	77	13	15	78	81	36	45	116	126	34	71	146
ENSG00000149654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080189	173	203	255	253	203	231	97	177	1280	1425	1385	1539	1077	1080	1222	1356
ENSG00000062598	371	490	616	470	594	564	209	463	791	824	773	783	776	820	759	956
ENSG00000198185	32	47	56	29	37	44	18	13	581	746	706	435	534	593	854	399
ENSG00000149635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158296	8	19	31	27	23	33	11	37	72	104	92	113	78	106	112	142
ENSG00000172315	563	583	569	482	535	650	136	363	1047	1618	951	1321	1367	1479	1169	1456
ENSG00000197496	639	840	1035	992	718	768	253	692	883	836	877	847	559	718	672	815
ENSG00000064655	30	147	36	6	40	128	17	7	89	261	58	12	89	211	72	12
ENSG00000101040	232	265	410	355	398	343	124	250	599	470	558	727	666	552	710	783
ENSG00000124151	410	561	919	679	996	840	331	742	1238	1056	1136	1384	2150	1393	2200	3255
ENSG00000196562	814	2982	1810	677	1164	3249	451	356	3026	6498	4043	1762	2176	5808	2159	1267
ENSG00000124126	3	6	2	7	15	15	6	7	26	55	29	18	37	47	53	44
ENSG00000124198	388	550	786	421	633	672	227	325	1844	2581	1710	2019	2480	2770	3223	3022
ENSG00000124207	1325	1441	2178	1233	1660	1905	676	924	4977	6751	5778	5714	7387	6862	9159	7808
ENSG00000124214	993	1360	1499	886	1200	1552	438	703	1928	2298	2178	2018	2575	2459	2570	2482
ENSG00000124228	509	701	882	574	676	686	214	460	1441	1457	1608	1477	1240	1268	1254	1491
ENSG00000124201	1010	1183	1720	1267	1665	1749	598	1329	2250	1918	2308	2081	2585	2134	2574	3296
ENSG00000158445	0	1	2	1	8	6	9	3	8	9	7	6	75	17	70	49
ENSG00000124212	4090	4459	3782	3274	7291	8831	2109	3408	4386	2848	2612	2486	4958	5149	4155	3565
ENSG00000158470	169	154	274	152	217	310	89	161	496	719	555	518	759	1052	1151	983
ENSG00000197818	179	172	302	136	260	226	80	173	232	159	253	147	245	160	273	220
ENSG00000158480	43	81	106	66	89	77	24	66	147	163	189	92	158	179	155	158
ENSG00000124226	557	1030	1217	697	790	951	298	425	1272	1978	1399	1382	1549	1733	1700	1335
ENSG00000124216	219	282	439	358	155	253	49	118	308	316	501	406	207	312	280	273
ENSG00000244687	348	334	516	346	331	516	144	245	193	235	272	226	218	228	244	289
ENSG00000124208	675	670	1174	881	631	817	284	526	841	846	1231	1022	785	798	854	943
ENSG00000240849	377	424	796	675	383	385	183	398	767	707	1109	934	617	659	709	775
ENSG00000172216	670	1241	1589	963	1703	1195	555	1320	911	1329	1187	795	1462	1003	1610	1364
ENSG00000196396	988	1154	1297	1330	2133	1579	522	1288	1202	886	915	1251	1938	1367	1343	2344
ENSG00000042062	0	0	0	1	3	5	1	1	3	0	4	4	16	8	12	13
ENSG00000124171	52	46	44	20	69	69	15	32	24	6	8	8	25	27	29	26
ENSG00000124243	45	83	138	61	123	97	39	78	175	157	174	165	200	176	215	176
ENSG00000101126	582	612	820	530	788	803	232	394	1878	2031	2034	1636	1668	1538	1670	1450
ENSG00000000419	874	1601	1918	941	1055	1554	407	500	3023	5802	4226	3123	3543	4635	4504	3493
ENSG00000124217	147	278	378	232	239	247	94	161	192	203	209	195	219	158	179	219
ENSG00000026559	17	33	57	10	19	45	4	5	119	401	231	38	58	206	92	40
ENSG00000101096	1	1	1	2	1	1	0	0	0	5	2	2	5	2	1	0
ENSG00000054793	237	290	461	303	488	412	177	397	646	542	629	505	983	793	1334	1536
ENSG00000101115	1	0	4	3	7	1	3	5	13	6	25	19	34	19	112	100
ENSG00000020256	98	171	245	163	157	159	58	123	406	481	487	450	441	416	435	464
ENSG00000182463	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000171940	491	614	912	525	667	586	256	367	714	748	884	664	859	661	854	846
ENSG00000064787	0	0	1	1	0	3	1	1	0	3	2	7	10	6	7	12
ENSG00000019186	62	185	108	46	192	465	82	61	85	141	102	51	178	402	168	91
ENSG00000101132	615	603	764	382	389	753	187	250	1343	2266	1644	1519	1923	2071	2549	2187
ENSG00000280041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101134	166	245	584	341	330	178	213	352	333	282	448	504	465	276	738	638
ENSG00000054803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124089	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000124098	207	305	355	169	200	244	81	131	468	804	451	386	558	659	784	536
ENSG00000087586	30	49	58	63	49	52	20	41	67	85	99	120	79	78	76	141
ENSG00000101138	392	658	829	531	604	634	234	415	797	1101	986	917	1009	1028	1086	1039
ENSG00000087589	4	7	11	3	26	5	6	13	20	9	28	19	13	12	36	23
ENSG00000022277	1125	1650	2142	1380	1408	1574	535	1030	3314	4841	4435	4447	4262	4348	5269	5089
ENSG00000124091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124103	0	0	0	0	0	0	0	0	3	3	1	3	2	5	6	4
ENSG00000213714	0	0	0	0	0	0	1	0	6	2	2	8	6	3	3	6
ENSG00000087510	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000101144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101146	537	820	905	579	564	755	220	397	797	933	803	806	797	754	802	780
ENSG00000256222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132819	14	27	54	28	51	44	7	34	140	158	189	87	184	147	142	149
ENSG00000124092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124253	0	0	5	1	0	0	5	0	0	0	0	0	1	0	0	0
ENSG00000124256	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000124225	441	528	748	468	171	273	41	169	1623	1774	2242	1620	608	754	421	615
ENSG00000124237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124209	287	500	605	380	413	376	158	213	753	1210	847	921	970	1062	1103	975
ENSG00000124164	812	1062	1320	800	824	1126	282	535	593	687	635	571	752	703	740	736
ENSG00000198768	126	49	184	627	129	58	24	463	395	127	372	823	184	62	123	787
ENSG00000124222	191	201	215	126	180	161	63	101	1047	1214	1116	1145	993	1125	1374	1114
ENSG00000254995	176	181	190	118	171	145	53	88	936	1102	1026	1058	912	1023	1246	1005
ENSG00000215440	115	155	199	115	206	185	62	133	1263	1379	1217	1022	1237	1277	1398	1073
ENSG00000087460	8997	21442	23814	16325	17323	17133	6269	11995	22590	25560	29702	22446	23539	22563	24224	22132
ENSG00000101158	244	423	514	357	422	554	190	302	1057	1313	1109	1139	1242	1435	1410	1386
ENSG00000101160	1562	2345	2737	2317	2163	2172	660	1835	4802	4805	5472	5608	4286	4159	4165	5345
ENSG00000101162	0	8	5	3	6	2	4	2	0	0	2	0	3	0	0	0
ENSG00000124172	2405	5500	7930	3581	4840	4932	1044	2248	4768	8137	6205	5477	7889	6796	7543	6566
ENSG00000101166	417	773	876	467	496	676	180	287	1068	2085	1334	1097	1367	1638	1732	1294
ENSG00000124203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196074	0	0	2	0	0	0	2	0	54	78	81	80	68	53	88	82
ENSG00000196227	32	35	31	19	24	24	7	9	145	263	122	152	258	304	276	270
ENSG00000132825	24	70	90	36	102	43	42	56	19	22	26	21	47	22	41	27
ENSG00000124215	0	0	0	0	0	0	0	0	11	13	18	15	11	16	21	18
ENSG00000179242	9	2	25	19	11	2	5	27	9	2	23	15	8	10	10	37
ENSG00000130699	43	76	83	53	106	84	31	54	176	119	195	116	195	129	169	156
ENSG00000149657	272	476	647	404	596	476	224	310	670	803	852	611	737	711	774	672
ENSG00000101182	2594	3730	4430	3087	2920	3776	1062	2056	7106	11088	8097	9052	8285	8783	9655	9441
ENSG00000184402	53	61	65	46	63	67	19	28	254	270	231	237	269	275	291	223
ENSG00000101181	88	141	128	140	123	138	33	138	351	371	257	409	372	326	295	483
ENSG00000101180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130703	551	1131	1300	962	936	911	304	626	1240	1387	1325	1262	1225	1288	1213	1331
ENSG00000130706	1022	1546	1991	1443	1909	1683	564	1364	2835	3060	3194	2815	3157	2779	2920	3111
ENSG00000130702	214	329	328	65	1132	765	218	176	1161	478	758	115	1423	895	1089	471
ENSG00000171858	1794	3299	4626	1712	2632	3321	1024	1673	10130	17943	10933	11546	11108	12757	15565	11785
ENSG00000149679	18	45	37	20	31	30	14	19	49	51	56	40	51	57	83	88
ENSG00000130701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130700	285	292	117	138	307	307	23	95	595	514	154	248	355	366	134	175
ENSG00000101187	1	0	1	1	4	3	1	3	3	1	2	2	3	0	2	2
ENSG00000101188	0	3	0	1	0	0	0	4	0	0	1	0	0	0	0	1
ENSG00000101189	47	99	120	69	62	108	28	41	403	561	440	479	435	477	499	445
ENSG00000060491	177	287	364	221	384	279	121	212	736	594	854	540	745	563	796	655
ENSG00000092758	5	1	0	0	0	0	0	1	0	3	2	0	3	5	0	1
ENSG00000101190	21	54	33	28	28	22	11	19	417	722	510	430	466	599	624	495
ENSG00000101191	568	835	1138	579	818	751	249	429	1713	1759	1867	1186	1513	1571	1767	1484
ENSG00000101193	467	838	902	439	536	815	223	288	733	1121	768	647	844	1030	1007	767
ENSG00000101194	44	10	222	53	32	1	22	12	363	50	594	174	81	15	200	58
ENSG00000125533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149658	445	525	648	403	415	443	135	234	1585	1423	1671	1291	1232	1216	1186	1167
ENSG00000101197	0	0	0	2	0	0	0	0	26	2	11	3	0	1	0	0
ENSG00000101198	10	5	8	1	3	0	0	0	10	7	23	5	0	4	3	1
ENSG00000101199	824	1322	1762	1355	900	884	219	643	2829	2290	2890	2814	1514	1603	1652	1873
ENSG00000101203	0	0	0	0	1	0	0	0	9	2	5	3	0	0	1	1
ENSG00000101204	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000075043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101210	832	1857	877	1271	2115	2131	270	2339	2061	2435	1109	1943	2288	2506	1144	2658
ENSG00000125534	1781	1588	2888	2277	2221	1519	918	1831	3943	3332	6185	3827	4949	2875	4975	4710
ENSG00000101213	0	0	0	0	0	0	0	1	1	1	4	0	3	3	1	0
ENSG00000125508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125531	0	0	0	0	0	0	0	1	1	3	4	5	5	1	3	1
ENSG00000130589	30	27	75	27	70	54	21	68	124	92	229	184	128	68	208	216
ENSG00000101216	93	176	170	140	172	122	49	103	195	154	171	136	148	149	182	189
ENSG00000197457	3	1	8	5	14	8	1	9	3	3	4	10	17	5	13	14
ENSG00000258366	32	29	70	40	58	41	18	35	794	343	692	722	519	320	623	599
ENSG00000026036	32	29	70	40	59	41	18	35	802	351	705	731	527	330	636	610
ENSG00000243509	0	0	0	0	2	0	0	0	43	44	62	42	32	25	57	36
ENSG00000101246	253	435	624	389	442	353	166	308	508	452	577	461	472	412	534	476
ENSG00000197114	91	153	161	155	175	113	63	121	708	710	754	594	525	580	594	544
